anonymous_id,BICF2G630691191,BICF2G630691207,BICF2G630691220,BICF2G630691225,BICF2G630691232,BICF2G630691235,BICF2G630691255,BICF2G630691280,BICF2G630691318,BICF2G630691338,BICF2G630691371,BICF2G630691373,BICF2G630691391,BICF2G630691407,BICF2G630691412,BICF2G630691442_dup,BICF2G630691458_dup,BICF2G630691475_dup,BICF2G630691497_dup,BICF2G630691508_dup,BICF2G630691514_dup,BICF2G630691519_dup,BICF2S22920989_dup,BICF2G630691523,BICF2G630691548,BICF2G630691563,BICF2G630691586,BICF2G630691635,BICF2G630691654,BICF2G630691658,BICF2G630691664,BICF2G630691666,BICF2G630691701,BICF2G630691707,BICF2G630691725,BICF2P253221,BICF2P499704,BICF2P54504,BICF2P54505,BICF2P660085,BICF2P844269,BICF2P919478,BICF2S23028732,chr18_44659214,chr18_44659335,chr18_44713998,chr18_44727333,chr18_44986425,chr18_44986939,chr18_44987913
1268,-0.1096,-0.0571,-0.081,0.045,0.047,0.1357,-0.0474,-0.099,0.0289,-0.0323,-0.3916,-0.1125,-0.4597,0.0901,-0.0772,-0.0378,-0.213,-0.3628,-0.0888,-0.0054,-0.5063,-0.2552,-0.3426,0.0034,0.0531,-0.6022,-0.2327,-0.3354,0.2188,-0.288,-0.7448,-0.2658,-0.5774,-0.2023,0.1013,-0.1229,-0.3263,0.0295,0.0876,-0.2056,-0.2119,-0.1214,-0.5222,-0.4202,-0.2258,-0.1155,0.0448,0.1113,0.0153,-0.1859
1269,0.1707,-0.0655,0.0076,0.03,-0.2145,0.3327,-0.0943,0.438,0.1684,0.1011,-0.2519,0.2117,-0.3052,0.1398,-0.5198,-0.1207,-0.1121,-0.1681,-0.1996,0.0206,-0.3371,-0.6532,-0.1642,-0.087,-0.4326,-0.3263,-0.3087,-0.2067,0.0794,-0.4167,-0.4776,-0.4076,-0.5465,-0.1778,0.1776,-0.0001,-0.2986,0.2568,0.2248,-0.1569,-0.1681,-0.0451,-0.5671,-0.2626,-0.3062,-0.1562,0.1395,0.1376,-0.2013,0.0133
1270,0.2254,-0.0368,0.0206,-0.1201,0.0697,0.3026,-0.0449,0.0998,0.2668,0.127,0.1028,0.3451,-0.0253,0.1203,-0.4766,0.2565,0.0142,-0.1319,0.0936,0.292,-0.3218,-0.3171,-0.503,-0.0066,-0.3008,-0.3142,0.2188,-0.0353,0.115,-0.1125,-0.639,-0.3352,-0.668,-0.0476,0.2465,-0.1389,-0.1601,0.2481,0.2104,0.0291,0.0652,-0.2452,-0.339,-0.253,-0.2502,-0.0817,-0.0139,0.2297,-0.103,0.075
1271,-0.0086,-0.483,-0.0889,0.0299,0.2496,0.166,-0.0011,0.2119,0.1084,0.0454,-0.1631,0.0473,-0.2815,0.019,-0.0444,0.0707,-0.087,-0.1832,0.1073,0.216,0.0014,-0.1636,-0.039,0.1271,-0.014,0.0694,0.1358,-0.362,0.1678,-0.1339,-0.245,-0.1179,-0.4767,-0.1737,0.0545,-0.0675,-0.338,0.0306,0.072,-0.0422,-0.14,-0.1283,-0.1261,-0.157,-0.3237,-0.1721,-0.2112,0.098,0.0048,0.0217
1272,0.4826,-0.0082,-0.0732,-0.1303,-0.1685,0.3929,-0.0818,0.2839,0.1322,0.1567,-0.1358,0.2079,-0.0962,0.3475,-0.5467,0.1453,0.2117,-0.0737,0.3099,0.3619,-0.0047,-1.1111,-0.2515,-0.0748,-0.4362,-0.0666,0.2452,-0.3356,-0.0035,-0.2074,-0.6983,-0.225,-0.8463,-0.197,0.1941,0.124,-0.1583,0.3772,0.2293,-0.139,-0.1406,-0.0966,0.035,-0.4813,-0.4807,-0.164,-0.064,0.2658,-0.0868,0.2259
1273,-0.1406,-0.1556,-0.0502,-0.0129,-0.1088,0.2641,-0.052,0.1049,0.05,0.0637,-0.451,0.1037,-0.6269,0.1648,-0.2247,-0.0748,-0.1677,-0.344,0.0364,0.1294,-0.3428,-0.4132,0.0389,0.0451,-0.1229,-0.3787,0.2112,-0.6047,0.15,-0.4653,-0.6475,-0.2441,-0.5535,-0.1489,-0.0401,-0.0035,-0.5446,0.0207,0.2145,-0.2301,-0.2132,0.0023,-0.0979,-0.4094,-0.4204,-0.1223,0.0533,0.1905,-0.1513,-0.0952
1274,-0.0341,0.0123,0.1567,-0.0592,-0.0369,-0.0691,-0.1317,0.004,0.0418,0.1702,-0.4171,0.0009,-0.1681,0.0661,-0.2717,-0.6579,-0.3001,-0.1658,-0.0643,-0.2114,-0.4749,0.1339,-0.06,0.0182,-0.0339,-0.5999,-0.2731,-0.0461,0.2382,-0.0244,-0.1128,0.0749,0.5684,0.1468,0.1621,-0.0147,-0.0173,-0.0477,0.0944,0.3204,-0.2162,-0.0686,-0.313,0.0836,0.1716,0.1692,-0.2773,-0.2207,-0.2253,-0.3503
1275,0.2704,-0.0134,0.2939,-0.238,-0.1031,-0.0557,-0.3801,0.4332,0.1439,0.3079,-0.1305,0.1196,0.1183,0.1731,-0.3258,-0.5711,-0.0049,-0.2003,-0.0183,0.143,-0.4417,0.2983,0.0713,0.1913,0.0691,-0.2152,-0.5919,0.1466,0.2348,0.4933,0.0857,0.4787,0.9726,0.2205,0.0844,0.0943,0.1265,0.2417,0.2239,0.5136,0.1248,-0.1095,-0.1965,0.4738,0.2066,0.3965,0.1876,-0.1792,-0.417,-0.266
1276,-0.0123,-0.1263,0.0137,-0.0832,-0.0987,0.0037,0.008,-0.1633,-0.0413,0.0676,-0.0597,-0.0177,-0.2075,0.0578,-0.044,-0.1523,-0.0399,-0.2781,0.0159,-0.0428,-0.3945,0.0365,-0.3516,0.0691,-0.1024,-0.6524,-0.1264,-0.2064,0.2183,-0.1401,-0.354,0.0378,0.1328,-0.0156,0.0231,-0.0483,-0.1778,0.0967,-0.0034,0.1506,0.028,-0.0235,-0.2394,-0.1616,0.0423,0.0261,-0.0765,-0.0583,-0.0826,-0.2892
1277,-0.1512,-0.2583,0.0479,-0.1893,0.0818,0.1806,-0.2724,-0.2403,0.058,0.2717,-0.3337,0.1905,-0.1731,0.2166,-0.3008,-0.1484,-0.2666,-0.2936,-0.0367,0.0582,-0.6147,-0.3334,-0.1876,0.2457,-0.249,-0.4501,-0.3866,-0.0274,0.1918,-0.2527,-0.4306,0.1015,-0.3705,0.1403,0.1337,-0.0233,-0.1467,0.167,0.1393,0.0798,-0.0572,-0.1021,-0.309,0.0244,0.0488,-0.0692,0.1807,-0.0248,-0.5487,-0.2024
1278,0.2115,-0.0259,0.0282,-0.1538,-0.2847,0.2018,-0.1034,-0.1434,0.0087,0.2807,-0.0319,0.181,0.1315,0.2602,-0.2432,-0.0566,0.0311,-0.0593,0.1372,0.1713,-0.1209,-0.0426,-0.1948,0.2249,-0.2864,-0.2246,0.0029,0.0439,0.0648,0.1358,-0.0974,0.1227,-0.3074,0.0699,0.0287,-0.117,0.0041,0.2124,0.103,0.3853,-0.0814,-0.1333,-0.2316,-0.0271,0.2171,0.0333,0.0476,0.0661,-0.2662,-0.076
1279,0.1963,-0.0005,0.0671,-0.0571,0.0528,0.1227,-0.0923,0.119,-0.0568,0.2347,-0.0687,0.1879,0.071,0.2137,-0.1011,0.1287,0.2003,0.0381,0.1252,0.1728,0.0644,-0.1084,0.0729,0.259,-0.1748,-0.069,-0.0359,-0.0385,0.0542,0.0357,-0.109,0.0653,0.2712,0.1276,0.017,0.0479,-0.1035,0.1769,0.1393,0.3453,0.0346,0.0175,-0.0749,0.0387,0.2619,0.0562,0.0811,-0.0124,-0.0904,-0.0838
1280,-0.0648,-0.0685,0.0904,-0.0072,0.1478,0.0242,-0.0675,0.032,-0.0388,0.0714,-0.1504,0.0203,-0.106,0.0576,0.0069,-0.083,0.006,0.0587,0.0142,-0.014,-0.0625,-0.0578,0.2164,0.0964,-0.0752,-0.1784,-0.4364,-0.0592,0.1176,-0.303,-0.2617,0.0533,-0.0087,-0.0237,-0.0638,0.065,-0.1518,0.0336,0.0153,-0.0414,-0.1177,-0.1208,-0.2382,-0.1061,0.0552,-0.0128,-0.236,-0.0433,-0.0339,-0.0822
1281,0.0239,-0.1102,0.1557,-0.0004,0.0317,0.1535,-0.0675,0.045,0.0393,0.13,0.0011,0.1993,0.2023,0.1437,-0.2823,-0.0285,-0.0796,-0.029,-0.1399,0.0267,-0.1309,-0.0942,-0.3507,0.2406,-0.1981,-0.301,-0.155,-0.1804,0.2046,0.0095,-0.0714,0.2587,0.5102,0.2403,0.1743,-0.0372,-0.0114,0.0729,0.0287,-0.0075,0.1044,-0.1017,-0.2009,0.2122,0.3292,-0.0726,0.1155,0.0207,-0.0882,-0.0912
1282,0.1235,-0.0027,0.2195,0.0281,0.0719,0.1438,-0.1067,-0.0414,0.1087,0.0811,-0.4653,0.085,0.0646,0.1541,-0.1457,0.3399,0.3159,0.4093,0.4484,0.5195,0.6763,0.5137,0.3035,0.2433,-0.1116,-0.1493,-0.3124,0.0239,0.0763,0.0598,-0.3076,0.1335,0.2224,0.0913,0.0169,-0.0291,0.2341,0.0924,0.0316,0.0866,-0.0374,-0.0531,-0.2261,0.1379,-0.0202,0.0931,0.0857,0.0176,-0.0739,-0.1177
1283,0.0351,-0.0273,0.1219,-0.0612,0.0183,0.1435,-0.0412,-0.054,0.0295,0.1874,-0.0289,0.1229,0.0025,0.2421,-0.1301,0.0174,-0.1723,-0.0666,0.0204,0.0528,-0.2679,0.0301,-0.3204,0.0899,-0.1318,-0.2364,-0.1894,-0.1567,0.1616,0.0754,-0.2419,0.0354,0.0897,0.0524,0.0835,-0.025,-0.2563,0.1666,0.122,0.3256,0.04,-0.0386,-0.2155,-0.0208,0.1004,0.0193,0.035,0.0559,-0.1513,-0.0458
1284,0.2657,-0.3868,0.0744,-0.1426,0.0293,0.2357,0.0332,0.2648,0.1909,0.3292,0.0911,0.3052,0.2516,0.3491,-0.2065,0.2581,0.1398,0.2891,0.1415,0.2351,0.0903,-0.1266,0.1336,0.1514,-0.2158,0.0615,-0.1796,0.0951,0.2588,0.2845,0.1502,0.276,0.1185,0.1676,0.2065,0.0422,0.1182,0.2785,0.1191,0.5959,-0.0107,-0.098,-0.1062,0.0962,0.2005,-0.0435,0.057,0.0995,-0.0833,-0.0742
1285,-0.0173,0.0215,0.0586,0.0415,0.095,0.0446,0.0434,0.0088,0.0201,0.0685,-0.2468,0.0555,-0.1723,0.0821,-0.0399,-0.01,-0.0003,0.0159,0.0437,0.0314,-0.1012,-0.0511,0.1546,0.1044,-0.0438,-0.2521,-0.1345,-0.0749,0.1898,0.0367,-0.3192,0.0561,0.5612,0.0578,0.1127,0.1217,-0.1395,0.0571,0.0995,0.1888,0.0259,0.0143,-0.3065,-0.0944,0.1169,0.0775,-0.1088,0.0604,-0.0619,-0.1283
1286,0.3204,-0.267,0.1048,-0.1136,0.149,0.2095,-0.0456,0.4483,0.1759,0.3461,0.0534,0.3949,0.3865,0.3288,-0.1755,0.3133,0.4955,0.3463,0.4259,0.4444,0.5247,-0.1822,0.1019,0.2023,-0.2515,0.314,0.2139,-0.0237,0.089,0.4442,0.1628,0.1716,0.1672,0.2303,0.0282,0.1303,0.1043,0.2313,0.189,0.4834,0.0217,-0.1679,0.0482,0.13,0.3392,0.0359,0.1171,0.0452,-0.0149,0.1284
1287,0.2101,-0.0763,0.051,-0.0607,-0.1719,0.0743,0.0468,-0.0128,0.0031,0.1627,-0.3233,-0.0005,0.05,0.1931,-0.0783,0.0673,0.072,-0.1298,0.0546,0.1107,-0.1626,-0.0318,-0.217,0.0983,0.01,-0.5453,0.0371,-0.1902,0.1221,0.0162,-0.3922,0.0381,0.3033,0.0142,0.1016,0.0628,-0.1775,0.155,0.1113,0.2235,0.0108,0.0546,-0.2441,-0.1679,0.0045,0.1043,0.1069,-0.0104,-0.0083,-0.1407
1288,0.0766,-0.0822,0.1451,-0.0094,0.0223,0.1488,-0.0544,0.0088,0.0171,0.063,-0.2827,0.0009,0.0019,0.2101,-0.1456,-0.012,-0.0254,-0.0732,0.1501,0.0861,-0.1187,0.0417,-0.2226,0.086,-0.1344,-0.4148,0.0362,-0.0472,0.0591,-0.2215,-0.2883,-0.0391,0.1955,0.0525,-0.0293,0.1471,-0.0194,0.0879,0.1168,0.0451,-0.0023,0.0669,-0.4361,-0.0862,0.1782,0.0776,-0.0088,0.0255,-0.0295,-0.1527
1289,0.1257,0.0175,0.1814,-0.1912,0.0824,0.3159,-0.1227,0.0085,0.0115,0.3001,-0.4326,0.4657,0.1362,0.3589,-0.4372,0.2589,-0.0235,-0.0694,0.3314,0.3536,-0.2622,-0.2892,-0.4705,0.3701,-0.3333,-0.2961,0.1055,-0.3283,0.1779,-0.2667,-0.5566,0.0988,-0.2714,0.1416,0.1963,0.0989,0.0319,0.2868,0.2236,-0.0093,-0.078,-0.1117,-0.2622,0.0312,0.0129,0.0773,0.244,0.0974,-0.3743,-0.0631
1290,0.1111,-0.0822,0.112,0.01,0.0696,0.0658,-0.1636,-0.0812,-0.0741,0.1316,-0.4675,-0.0178,-0.0652,0.0694,0.1458,-0.1143,-0.0099,-0.3495,0.0891,-0.0224,-0.2396,-0.1943,0.0881,0.1363,-0.1104,-0.36,-0.0766,-0.2361,0.0986,0.0561,-0.3975,0.1678,0.084,0.091,-0.0356,-0.0026,-0.1537,0.009,-0.0498,-0.0337,-0.1237,-0.0036,-0.1923,0.036,0.2239,0.1269,0.0226,-0.0976,-0.0319,-0.19
1291,-0.3074,-0.0793,0.0696,-0.1994,-0.1153,0.1828,-0.3633,-0.1393,0.0887,-0.011,-0.3217,0.2239,-0.4177,-0.0426,-0.328,-0.1987,-0.4066,-0.2784,-0.2869,-0.1073,-0.5151,-0.4285,-0.3337,0.0675,-0.4078,-0.47,-0.275,-0.3565,0.167,-0.4295,-0.3977,-0.1007,-0.3436,-0.144,0.138,-0.2196,-0.1654,0.0958,0.23,-0.467,-0.2847,-0.2093,-0.1357,-0.0662,-0.4543,-0.168,0.0684,0.0589,-0.4043,-0.0993
1292,0.2469,-0.0146,0.1791,-0.1632,-0.1427,0.2073,-0.152,0.1845,0.0619,0.2306,-0.18,0.2263,0.1615,0.2195,-0.201,0.1317,0.3434,0.1404,0.188,0.2606,0.1429,-0.2617,0.0568,0.2082,-0.2009,0.0697,-0.0724,-0.2066,-0.0312,-0.2985,-0.1001,0.186,0.1201,0.1469,0.0771,0.0064,0.0327,0.2525,0.2637,0.1369,0.1017,-0.1018,-0.0997,0.0979,0.0766,-0.0602,0.1087,0.0085,-0.1011,0.087
1293,0.3835,-0.0211,0.074,-0.2168,0.0465,0.1509,-0.1046,0.231,0.0705,0.2415,-0.1091,0.1894,0.2173,0.2681,-0.2301,0.1197,0.1784,0.2968,0.2032,0.2,0.18,-0.1306,-0.2458,0.0861,-0.2242,0.1178,-0.0405,0.0024,0.0014,0.2488,-0.145,0.1593,-0.0116,0.0708,0.0674,0.0404,-0.0086,0.1428,0.1109,0.1379,-0.0104,-0.0863,-0.2164,-0.0623,0.1383,-0.0372,-0.0211,0.0539,-0.0604,0.0672
1294,0.0613,0.0168,0.126,-0.124,-0.0082,0.1998,-0.2153,0.218,-0.0129,0.1938,-0.1706,0.2435,0.0224,0.2318,-0.2335,-0.0379,0.0209,0.1161,0.1114,0.1486,-0.0891,-0.192,-0.0262,0.2147,-0.1855,-0.0312,-0.2587,-0.0362,0.0419,-0.0733,-0.1973,0.0897,0.1384,0.0974,0.0838,0.1462,-0.0022,0.1284,0.1934,-0.0854,-0.0246,-0.2009,-0.1394,0.0794,-0.0119,0.0529,0.2098,0.047,-0.171,-0.0279
1295,0.3427,-0.0697,0.1357,-0.0197,0.0383,0.1557,-0.1118,0.1377,0.0586,0.1807,0.0688,0.1863,0.3127,0.1288,-0.1139,0.1013,0.0713,0.0411,0.2348,0.1915,-0.1452,-0.1568,-0.2333,0.2396,-0.2209,-0.0736,-0.1334,-0.0544,0.1148,0.2341,-0.006,0.1298,0.3168,0.0778,0.1858,0.0192,-0.0082,0.0185,0.0038,0.3745,0.1248,-0.1594,-0.3846,-0.0379,0.1725,0.0596,0.0089,-0.0156,-0.0848,-0.0725
1296,0.0326,-0.2262,0.0386,-0.2927,0.0395,0.4117,-0.7458,0.2315,0.3743,0.2535,-0.1735,0.287,-0.5233,0.2606,-0.5083,-0.3611,-0.5046,-0.4678,-0.135,-0.1372,-1.0236,-0.4763,-0.2538,0.2407,-0.515,-0.751,-0.4708,-0.3103,0.0832,-0.576,-0.2808,0.1827,-0.027,0.166,0.3931,0.0155,-0.2047,0.1088,0.4795,-0.4577,-0.0554,-0.4921,-0.2087,0.3174,-0.7058,-0.0621,0.5335,-0.1197,-0.5646,-0.1853
1297,0.1643,-0.0598,0.1715,-0.1512,-0.0901,0.069,-0.1389,0.1631,0.0577,0.1034,-0.1237,0.1154,-0.0907,0.0938,-0.1511,-0.1387,-0.0356,0.0159,0.0552,0.0924,-0.2133,-0.102,-0.0974,0.1836,-0.1347,-0.3635,-0.3912,-0.2137,0.158,-0.1574,-0.33,0.0166,0.2736,0.0107,0.1864,0.1291,-0.0605,-0.0111,0.1141,0.0583,-0.0864,-0.1046,-0.2343,-0.0386,-0.0397,0.0928,-0.015,0.0177,-0.0929,-0.1635
1298,0.1502,0.0229,0.1891,-0.0931,0.0517,0.0458,-0.0223,0.2351,0.0553,0.2166,-0.0067,0.0844,0.0145,0.1573,-0.0995,-0.0211,0.161,0.1313,0.0925,0.0232,-0.1011,-0.0279,-0.1231,-0.0268,-0.0959,-0.2967,-0.2153,-0.1562,0.0728,-0.029,-0.1865,0.096,0.2616,0.1343,0.019,0.1103,-0.1057,0.0499,0.1704,0.0326,-0.1154,0.0071,-0.1851,0.0074,0.2062,-0.0365,-0.0244,-0.0938,0.0705,-0.1075
1299,-0.085,-0.0368,-0.0426,-0.0918,0.0713,0.1218,-0.0201,0.1496,0.0122,0.0388,-0.3038,-0.0642,-0.1436,0.0518,-0.1337,0.0206,-0.118,0.0399,-0.0341,-0.0169,-0.168,-0.198,-0.2935,0.0136,-0.1725,-0.3238,-0.0222,-0.23,0.1381,-0.2693,-0.3624,-0.0625,-0.0894,-0.0692,0.0549,-0.1363,-0.2082,0.0857,0.0745,-0.0456,-0.1067,-0.0741,-0.2353,-0.2749,-0.1232,-0.1247,-0.2108,-0.0779,0.0733,-0.0959
1300,0.1309,-0.085,0.0169,-0.0237,0.1619,0.2758,-0.0135,0.0798,0.1652,0.0566,-0.099,0.1832,-0.1549,0.2321,-0.2923,0.1807,-0.0903,-0.2757,-0.0838,0.2026,-0.4004,-0.3598,-0.2671,0.0705,-0.1378,-0.3536,-0.122,-0.3847,0.2186,-0.1798,-0.6285,-0.0817,-0.075,-0.0269,0.2021,0.0911,-0.1772,0.1169,0.1324,-0.0383,0.0666,-0.1117,-0.1667,-0.1526,-0.2795,-0.0354,0.2028,0.0644,-0.0115,-0.0582
1301,0.0868,-0.0762,0.0077,-0.076,-0.0864,0.2321,-0.2782,0.1,0.1334,0.1374,-0.205,0.2067,-0.0669,0.1928,-0.2686,-0.0356,-0.1787,-0.2571,0.0407,0.1188,-0.3996,-0.3462,-0.4199,0.1379,-0.197,-0.4265,-0.0388,-0.3436,0.2014,-0.3194,-0.6366,-0.0254,-0.0909,0.0727,0.2073,-0.0168,-0.1654,0.1634,0.2231,-0.1834,-0.0837,-0.0607,-0.0555,-0.2073,-0.2305,-0.0144,0.0815,0.1525,-0.1937,0.0183
1302,0.1294,-0.0054,0.1463,-0.075,-0.013,0.0026,0.0063,0.2694,-0.0372,0.1507,-0.2284,0.0082,-0.1446,0.0973,-0.0832,-0.0017,0.0561,0.2023,-0.0391,0.0582,0.0289,0.0357,-0.1724,0.1632,-0.0786,0.0105,-0.069,-0.096,0.1418,-0.0596,-0.0982,0.101,0.1236,0.0583,-0.009,-0.053,-0.0932,0.0986,0.1165,0.1988,-0.093,-0.1368,-0.0828,0.0388,0.0968,0.0158,-0.0349,0.0216,-0.0866,-0.0448
1303,0.07,0.0007,-0.2385,0.1271,0.0995,0.2815,-0.1668,0.3545,0.207,-0.088,-0.0994,0.1242,-0.4779,-0.1095,-0.487,-0.21,-0.0584,0.1713,-0.1426,0.0685,-0.2209,-0.4403,0.034,-0.0743,-0.3791,0.0405,-0.4053,-0.4051,-0.1244,-0.1714,-0.3999,0.1826,-0.0843,-0.1277,-0.1068,-0.2164,-0.3609,-0.0286,0.2385,-0.5875,-0.2471,-0.5407,0.0548,0.0775,-0.593,-0.1203,0.1005,-0.0032,-0.4077,0.063
1304,-0.1415,-0.0978,0.0228,0.0299,-0.0176,0.0306,-0.0055,0.0743,-0.1458,0.0214,-0.2633,-0.0549,-0.1197,0.0266,-0.155,-0.0533,-0.0334,-0.0028,0.0066,-0.0075,-0.0135,0.0064,-0.0032,0.0778,-0.2162,-0.0834,-0.3669,-0.0497,0.1362,-0.0996,-0.1246,0.0625,0.4016,0.0007,0.0452,-0.065,-0.1333,-0.0559,-0.0153,0.054,-0.0785,-0.1774,-0.1843,-0.0787,-0.0393,-0.042,-0.1912,-0.1441,-0.0749,-0.0561
1305,0.0375,-0.3673,0.0418,-0.0548,0.1277,0.031,0.064,0.1782,0.0439,0.143,-0.3186,0.0473,-0.1273,0.0678,-0.2224,-0.0526,-0.0179,0.1427,0.0478,0.0083,-0.1566,0.1254,0.0258,0.0679,0.0205,-0.0422,0.0343,-0.1465,0.0179,-0.0106,0.1002,-0.1218,0.1402,-0.058,0.0585,0.0141,0.148,0.0087,0.1204,0.1863,-0.1536,-0.0652,-0.003,-0.0265,-0.0274,-0.0206,-0.1094,-0.0711,-0.0242,-0.0745
1306,0.3282,-0.0701,0.107,-0.0213,-0.2499,0.3293,-0.1229,0.2673,0.1336,0.2295,-0.0887,0.3111,-0.0263,0.1792,-0.4593,0.0707,0.1589,0.3133,0.1462,0.2703,-0.1096,-0.0776,-0.0619,0.1883,-0.1727,-0.0468,0.0012,-0.3285,0.1512,0.208,-0.0908,0.0716,0.251,0.0398,0.1371,0.1616,0.0613,0.2018,0.1618,0.1636,-0.0779,-0.316,-0.1316,0.0075,-0.0585,-0.0019,0.0835,0.1111,-0.315,0.0189
1307,0.1907,0.0438,0.0212,-0.0009,-0.1554,0.0157,0.1503,0.3059,0.1417,0.1962,-0.1178,-0.0595,-0.1094,0.0939,-0.1246,-0.0956,0.0139,0.1225,0.1081,0.1714,-0.1315,0.1291,-0.0512,0.121,0.004,-0.2113,0.0942,-0.1207,0.0628,0.0567,0.148,0.0712,0.4409,0.0065,0.0388,0.1683,-0.041,0.0361,0.0948,0.5155,-0.1253,-0.0288,-0.1132,0.0069,0.0879,0.1162,-0.0087,-0.0381,0.1656,-0.155
1308,-0.0704,-0.5848,-0.0299,0.0445,0.0113,0.1256,-0.4781,0.0471,0.2315,0.0597,-0.0593,0.21,-0.2319,-0.0948,-0.5134,-0.2486,-0.2364,0.3458,-0.0829,0.0386,-0.1694,-0.3527,0.0581,0.0546,-0.2611,0.0368,-0.1086,-0.3731,0.1024,-0.3761,-0.1555,0.0927,0.105,-0.053,0.0495,-0.0084,-0.2207,0.0446,0.0168,-0.1546,-0.0862,-0.4877,0.0235,0.2365,-0.3366,-0.0498,0.1224,0.0602,-0.5109,0.1543
1309,0.4162,0.1444,0.0336,-0.0259,0.0962,0.2029,-0.1634,0.1337,0.2696,0.2051,-0.0093,0.3684,0.5005,0.2405,-0.2552,0.2992,0.3984,0.9829,0.367,0.6047,0.7392,0.1932,0.2476,0.1149,-0.0256,0.5023,0.0025,0.0949,0.3067,0.3956,0.1991,0.4391,0.6253,0.2187,0.0322,0.1437,0.2219,0.1577,0.146,0.6419,0.1104,-0.2557,0.0521,0.2485,0.1978,0.2156,0.073,0.0542,-0.3337,0.1959
1310,-0.0689,-0.0369,0.1604,-0.1233,-0.0549,0.1081,-0.1209,0.1351,-0.125,0.223,-0.1136,0.289,-0.0848,0.1072,-0.24,-0.1248,-0.0048,-0.1563,-0.0427,0.1006,-0.0181,-0.0118,-0.0892,0.1893,-0.2237,-0.0405,-0.4457,-0.0082,0.1067,-0.0298,-0.1665,0.1342,-0.0551,-0.0848,0.0272,0.0312,0.1143,0.0799,0.1654,0.158,-0.1209,-0.0329,-0.1639,0.0902,0.0377,-0.0388,-0.0074,0.001,-0.1074,0.0148
1311,0.5195,0.0569,-0.0913,-0.2444,-0.6539,0.3224,-0.3192,0.5768,0.3474,0.3741,0.2728,0.4984,0.4347,0.4385,-0.4676,0.2082,0.3882,0.8672,0.2874,0.5357,0.4663,-0.3766,0.2891,0.2816,-0.2298,0.6456,0.2451,0.3541,0.1798,0.6334,0.3416,0.2446,0.3996,0.4382,0.0737,0.2697,0.1807,0.4777,0.2032,0.7311,0.1716,-0.3463,0.1991,0.315,0.3627,0.0952,0.1976,0.0757,-0.3745,0.2557
1312,-0.1456,-0.6111,0.0146,0.0387,-0.1082,0.1192,0.1029,0.3089,0.0727,0.0901,-0.3726,0.0614,-0.3694,-0.0775,-0.2069,-0.0871,-0.2189,-0.0558,-0.1111,0.0724,-0.3483,0.0995,0.0399,0.0662,-0.0117,-0.1867,-0.0018,-0.2941,0.0933,-0.2054,-0.201,-0.0475,0.1139,0.0233,0.1242,-0.0896,-0.2353,0.0591,0.0217,-0.0291,-0.0458,-0.0496,-0.0604,-0.0764,-0.0575,-0.0252,-0.1611,-0.036,-0.1616,-0.1694
1313,0.0841,-0.0954,0.0155,-0.164,0.0787,0.1795,-0.0059,0.0804,0.0359,0.1564,-0.2512,0.1119,-0.2865,0.029,-0.1088,-0.025,-0.2785,-0.1615,-0.0184,0.1022,-0.3033,0.0459,-0.1801,0.0722,-0.1144,-0.3608,-0.0363,-0.3151,0.2308,-0.1565,-0.256,-0.1444,0.7578,-0.1039,-0.0401,-0.0003,0.0323,0.0357,0.0416,0.032,-0.2078,-0.2999,-0.3813,-0.1594,-0.1549,0.0327,0.0662,-0.0032,-0.1653,-0.1458
1314,0.1987,0.1146,0.0288,-0.1365,0.0688,0.2386,-0.29,0.1437,0.3116,0.3612,0.2156,0.4449,0.2821,0.2562,-0.271,0.034,0.2659,0.6602,0.1235,0.414,0.366,-0.0759,0.3052,0.1994,-0.088,0.3579,-0.1636,0.1529,0.4498,0.5815,0.2116,0.2326,0.2676,0.2927,0.0707,0.1012,0.3566,0.1007,0.0783,0.3545,0.1211,-0.2797,0.0956,0.3724,0.2646,0.2137,0.1879,0.0735,-0.2074,0.1829
1315,0.1486,-0.0502,-0.0279,-0.0199,-0.0226,-0.0138,0.1748,0.3057,0.0747,0.0838,-0.1904,-0.0809,-0.0983,-0.0853,0.0005,-0.1114,0.0786,-0.0459,0.0488,0.0676,-0.0289,0.0951,-0.3559,0.0065,-0.0155,-0.1316,0.0231,-0.1384,0.1005,-0.1545,-0.1073,-0.0287,0.5197,-0.0021,0.0343,0.0726,-0.1267,0.0437,0.0466,0.2145,0.0082,0.0541,-0.109,-0.0759,-0.0147,-0.0014,-0.0887,-0.031,0.0612,-0.1021
1316,0.1326,-0.1213,0.0683,0.0294,0.045,0.1641,-0.1118,0.1945,0.2487,0.1068,-0.2943,0.1482,-0.3177,0.0847,-0.4778,-0.2632,-0.4513,-0.214,-0.1887,-0.0109,-0.4113,-0.3086,-0.3425,-0.028,-0.2077,-0.3981,-0.4328,-0.6451,0.1141,-0.7232,-0.7966,-0.1224,-0.1771,-0.0889,0.2164,0.0233,-0.2645,0.0392,0.1147,-0.2688,-0.2557,-0.4079,-0.232,-0.1716,-0.3871,-0.1142,-0.0276,0.1008,-0.386,-0.2357
